3,9,2
3,9,2
3,9,2
3,8,2
3,8,2
3,9,2
3,8,2
3,9,3
3,8,2
3,9,3
3,9,3
3,9,3
3,8,3
3,8,3
3,8,3
3,8,3
3,8,1
3,8,1
3,8,1
3,8,1
3,9,1
3,9,1
4,19,5
3,9,1
3,9,1
4,19,5
4,19,5
4,19,5
3,10,3
3,10,3
3,10,3
3,10,3
3,11,2
3,11,2
3,11,2
3,11,2
3,10,2
3,10,2
3,10,2
3,10,2
3,8,4
3,8,4
3,8,4
3,8,4
3,11,1
3,11,1
3,11,1
3,11,1
3,10,4
3,9,2
3,10,4
3,10,4
3,10,4
3,8,2
3,7,4
3,9,3
3,9,2
3,9,2
4,18,5
3,7,4
3,8,2
3,7,4
3,8,3
3,7,4
3,8,2
3,9,2
4,18,5
3,8,2
3,9,3
3,9,3
3,8,1
3,9,3
3,8,3
3,9,4
3,8,1
3,10,1
4,18,5
4,18,5
3,9,4
3,9,1
3,9,2
3,8,3
3,9,2
4,19,5
3,8,3
3,9,1
4,19,5
3,8,2
3,9,2
3,8,2
3,10,3
3,9,2
3,10,3
3,9,3
3,8,1
3,9,4
3,9,3
3,12,3
3,9,4
3,8,2
3,8,2
3,10,1
3,8,3
3,8,1
3,9,3
3,10,1
3,10,1
3,11,2
3,8,3
3,9,3
3,11,2
3,12,3
3,8,1
3,9,1
3,9,1
3,9,2
4,19,5
3,8,3
3,9,2
4,19,5
3,9,2
3,9,2
3,8,2
3,12,3
3,8,2
3,8,1
3,10,2
3,8,2
3,8,2
3,8,3
3,9,2
3,7,1
3,9,2
3,8,1
3,9,3
3,10,3
3,10,2
3,10,3
3,8,1
3,9,3
3,9,3
3,8,3
3,7,1
3,9,2
3,9,1
3,9,2
3,8,3
3,8,2
3,8,2
3,9,2
3,9,3
4,19,5
3,9,1
3,9,2
3,11,2
4,19,5
3,9,1
3,12,3
3,9,2
3,8,2
3,8,2
3,8,3
3,9,2
4,19,5
3,9,3
3,8,2
3,8,3
3,9,3
3,9,2
3,9,1
3,8,2
3,7,1
3,9,3
3,11,2
3,8,4
3,9,3
3,12,4
3,8,1
3,8,2
3,9,3
3,8,1
4,19,5
3,10,3
3,8,2
3,8,3
3,8,1
3,8,2
3,10,2
3,12,4
3,8,3
3,9,3
3,10,2
3,9,1
3,8,3
3,8,3
3,8,4
4,19,5
3,11,1
3,9,3
3,8,1
3,9,3
3,10,3
3,8,1
3,9,1
3,8,3
3,8,3
4,19,5
3,10,3
3,11,1
3,9,3
3,8,3
3,11,2
3,8,4
3,8,1
3,11,4
3,8,1
3,11,2
3,10,3
3,8,3
3,10,4
3,11,4
3,7,1
3,9,1
3,9,1
4,19,5
4,19,5
3,8,1
3,9,1
3,8,3
4,19,5
3,8,4
3,8,1
3,8,1
3,10,3
3,8,1
3,12,4
3,10,2
3,10,3
3,10,4
3,11,2
3,7,2
3,10,2
3,8,1
3,11,2
3,9,1
4,19,5
3,11,1
3,8,1
3,9,1
3,9,1
3,10,3
3,10,3
3,9,1
4,19,5
4,19,5
4,19,5
3,9,1
3,10,3
3,12,4
3,7,2
3,10,2
4,19,5
3,9,1
3,11,1
3,11,2
3,9,1
4,19,5
4,19,5
3,7,4
3,11,3
3,8,4
3,11,3
3,11,2
3,9,1
3,8,4
3,11,4
3,10,3
3,10,3
4,19,5
3,10,2
3,10,4
3,10,3
3,7,4
3,10,3
3,10,3
3,10,2
4,18,5
3,11,2
4,18,5
3,11,2
3,7,3
3,11,2
3,10,3
3,10,3
3,11,4
3,10,4
3,11,2
3,7,2
3,7,3
3,11,1
3,8,4
3,11,2
